Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Is_Returned
ORD00000345,PROD00000345,USER00000345,8/13/2024,,Toys,414.45,4,No Return,Not Returned,0,31,Female,City80,Gift Card,Express,15.55,0
ORD00000346,PROD00000346,USER00000346,5/4/2023,8/12/2024,Toys,198.8,4,Wrong item,Returned,466,46,Male,City40,Debit Card,Next-Day,44.12,1
ORD00000347,PROD00000347,USER00000347,6/11/2024,,Books,56.53,5,No Return,Not Returned,0,22,Male,City96,Gift Card,Next-Day,23.67,0
ORD00000348,PROD00000348,USER00000348,8/1/2024,,Clothing,188.68,4,No Return,Not Returned,0,18,Female,City23,Credit Card,Next-Day,22.89,0
ORD00000349,PROD00000349,USER00000349,10/14/2023,12/22/2023,Home,249.94,5,Wrong item,Returned,69,49,Female,City66,Gift Card,Standard,4.54,1
ORD00000350,PROD00000350,USER00000350,9/21/2024,1/24/2024,Clothing,350.28,2,Not as described,Returned,-241,53,Female,City86,Credit Card,Standard,0.38,1
ORD00000351,PROD00000351,USER00000351,9/11/2023,,Books,311.11,5,No Return,Not Returned,0,42,Female,City67,Credit Card,Next-Day,29.12,0
ORD00000352,PROD00000352,USER00000352,11/28/2024,,Electronics,214.95,4,No Return,Not Returned,0,58,Female,City1,Credit Card,Next-Day,26.01,0
ORD00000353,PROD00000353,USER00000353,5/8/2024,6/4/2024,Home,448.77,2,Changed mind,Returned,27,68,Female,City79,Credit Card,Express,43.67,1
ORD00000354,PROD00000354,USER00000354,3/31/2023,,Toys,209.24,5,No Return,Not Returned,0,49,Male,City6,Gift Card,Express,36.6,0
ORD00000355,PROD00000355,USER00000355,6/15/2024,,Books,31,2,No Return,Not Returned,0,37,Female,City99,Credit Card,Express,22.35,0
ORD00000356,PROD00000356,USER00000356,4/26/2024,12/3/2023,Home,74.01,2,Wrong item,Returned,-145,30,Female,City20,Debit Card,Next-Day,11.26,1
ORD00000357,PROD00000357,USER00000357,11/28/2024,,Electronics,219.57,5,No Return,Not Returned,0,54,Female,City24,Debit Card,Next-Day,40.21,0
ORD00000358,PROD00000358,USER00000358,1/2/2023,11/24/2024,Books,253.18,2,Defective,Returned,692,31,Female,City34,Debit Card,Standard,45.08,1
ORD00000359,PROD00000359,USER00000359,3/31/2023,,Home,340.11,4,No Return,Not Returned,0,56,Male,City12,Gift Card,Standard,28.99,0
ORD00000360,PROD00000360,USER00000360,12/3/2023,10/29/2023,Clothing,380.84,1,Wrong item,Returned,-35,51,Male,City52,PayPal,Express,18.48,1
ORD00000361,PROD00000361,USER00000361,12/13/2023,3/16/2023,Home,89.5,3,Changed mind,Returned,-272,37,Male,City70,Gift Card,Next-Day,41.9,1
ORD00000362,PROD00000362,USER00000362,12/12/2023,,Toys,61.87,2,No Return,Not Returned,0,37,Female,City89,Debit Card,Standard,24.79,0
ORD00000363,PROD00000363,USER00000363,5/30/2023,11/1/2023,Home,220.9,4,Defective,Returned,155,25,Female,City59,PayPal,Express,9.67,1
ORD00000364,PROD00000364,USER00000364,12/26/2023,1/10/2024,Clothing,244.73,1,Defective,Returned,15,69,Male,City33,Credit Card,Standard,36.62,1
ORD00000365,PROD00000365,USER00000365,3/4/2023,4/19/2024,Electronics,39.41,1,Not as described,Returned,412,19,Female,City64,Gift Card,Standard,12.1,1
ORD00000366,PROD00000366,USER00000366,2/5/2023,,Toys,194.2,5,No Return,Not Returned,0,49,Male,City87,PayPal,Express,28.59,0
ORD00000367,PROD00000367,USER00000367,3/20/2024,11/5/2024,Toys,471.71,5,Wrong item,Returned,230,54,Male,City63,Debit Card,Next-Day,41.68,1
ORD00000368,PROD00000368,USER00000368,8/20/2023,,Home,142.42,2,No Return,Not Returned,0,30,Female,City41,Credit Card,Standard,37.16,0
ORD00000369,PROD00000369,USER00000369,2/9/2024,3/12/2024,Toys,347.56,1,Changed mind,Returned,32,69,Female,City8,Gift Card,Express,20.16,1
ORD00000370,PROD00000370,USER00000370,4/20/2024,,Electronics,153.92,1,No Return,Not Returned,0,27,Female,City36,Credit Card,Standard,34.06,0
ORD00000371,PROD00000371,USER00000371,6/3/2024,,Books,302.12,1,No Return,Not Returned,0,51,Female,City23,Credit Card,Express,41.16,0
ORD00000372,PROD00000372,USER00000372,8/10/2023,2/27/2024,Home,96.49,5,Wrong item,Returned,201,67,Female,City75,Debit Card,Standard,2.9,1
ORD00000373,PROD00000373,USER00000373,9/13/2024,8/10/2023,Electronics,126.57,5,Changed mind,Returned,-400,51,Female,City97,Gift Card,Express,42.49,1
ORD00000374,PROD00000374,USER00000374,4/29/2023,,Books,479.19,5,No Return,Not Returned,0,39,Male,City44,Debit Card,Next-Day,49.37,0
ORD00000375,PROD00000375,USER00000375,11/25/2023,6/23/2024,Clothing,425.24,4,Not as described,Returned,211,33,Male,City69,Gift Card,Next-Day,32.36,1
ORD00000376,PROD00000376,USER00000376,5/1/2024,12/23/2023,Clothing,363.54,5,Changed mind,Returned,-130,39,Female,City29,Debit Card,Next-Day,46.68,1
ORD00000377,PROD00000377,USER00000377,12/10/2024,4/24/2023,Electronics,430.6,4,Wrong item,Returned,-596,49,Male,City89,PayPal,Next-Day,44.84,1
ORD00000378,PROD00000378,USER00000378,10/22/2023,,Electronics,282.42,4,No Return,Not Returned,0,19,Male,City3,Credit Card,Next-Day,23.34,0
ORD00000379,PROD00000379,USER00000379,9/23/2023,3/9/2023,Electronics,461.16,3,Not as described,Returned,-198,32,Male,City5,Debit Card,Next-Day,8.5,1
ORD00000380,PROD00000380,USER00000380,4/10/2023,,Books,92.54,1,No Return,Not Returned,0,37,Female,City99,Gift Card,Express,9.07,0
ORD00000381,PROD00000381,USER00000381,1/31/2024,,Toys,253.03,3,No Return,Not Returned,0,37,Male,City24,Gift Card,Express,47.43,0
ORD00000382,PROD00000382,USER00000382,10/13/2024,,Toys,289.71,3,No Return,Not Returned,0,40,Female,City36,PayPal,Standard,17.58,0
ORD00000383,PROD00000383,USER00000383,3/5/2024,,Home,449.9,1,No Return,Not Returned,0,35,Male,City91,PayPal,Standard,8.12,0
ORD00000384,PROD00000384,USER00000384,8/5/2023,11/11/2023,Books,239.47,3,Defective,Returned,98,62,Female,City44,Credit Card,Standard,47.1,1
ORD00000385,PROD00000385,USER00000385,5/21/2023,10/18/2024,Books,197.65,1,Defective,Returned,516,32,Male,City32,Credit Card,Express,39.62,1
ORD00000386,PROD00000386,USER00000386,7/8/2024,12/4/2023,Books,22.49,3,Defective,Returned,-217,26,Female,City59,Gift Card,Express,3.13,1
ORD00000387,PROD00000387,USER00000387,9/8/2024,8/27/2023,Books,42.22,2,Wrong item,Returned,-378,29,Male,City70,Debit Card,Standard,2.39,1
ORD00000388,PROD00000388,USER00000388,9/13/2023,,Home,476.96,3,No Return,Not Returned,0,55,Female,City50,Gift Card,Standard,21.74,0
ORD00000389,PROD00000389,USER00000389,12/13/2024,,Toys,133.25,4,No Return,Not Returned,0,34,Female,City59,Debit Card,Express,28.22,0
ORD00000390,PROD00000390,USER00000390,2/9/2024,,Toys,135.81,1,No Return,Not Returned,0,48,Female,City1,Credit Card,Standard,47.49,0
ORD00000391,PROD00000391,USER00000391,12/22/2023,11/30/2024,Electronics,55.73,1,Defective,Returned,344,39,Male,City73,PayPal,Next-Day,4.23,1
ORD00000392,PROD00000392,USER00000392,9/6/2024,9/7/2023,Books,58.96,4,Wrong item,Returned,-365,58,Female,City32,Credit Card,Express,11.69,1
ORD00000393,PROD00000393,USER00000393,7/19/2023,3/12/2024,Clothing,148.57,5,Wrong item,Returned,237,66,Female,City96,Gift Card,Standard,15.82,1
ORD00000394,PROD00000394,USER00000394,5/3/2023,1/27/2023,Electronics,244.13,5,Not as described,Returned,-96,47,Female,City5,Debit Card,Standard,23.62,1
ORD00000395,PROD00000395,USER00000395,2/24/2024,,Books,291.25,5,No Return,Not Returned,0,35,Male,City54,Gift Card,Next-Day,7.8,0
ORD00000396,PROD00000396,USER00000396,6/5/2023,,Books,460.6,1,No Return,Not Returned,0,65,Female,City1,PayPal,Standard,15.42,0
ORD00000397,PROD00000397,USER00000397,10/2/2023,,Electronics,470.24,4,No Return,Not Returned,0,65,Female,City22,Gift Card,Standard,47.42,0
ORD00000398,PROD00000398,USER00000398,9/2/2024,,Electronics,215.26,4,No Return,Not Returned,0,53,Male,City87,PayPal,Express,22.72,0
ORD00000399,PROD00000399,USER00000399,12/18/2023,,Home,194.5,3,No Return,Not Returned,0,32,Female,City24,Credit Card,Next-Day,12.27,0
ORD00000400,PROD00000400,USER00000400,11/11/2024,,Books,121.74,1,No Return,Not Returned,0,21,Male,City43,Gift Card,Express,18.48,0
ORD00000401,PROD00000401,USER00000401,11/24/2023,9/7/2023,Toys,80.52,3,Changed mind,Returned,-78,19,Male,City95,PayPal,Standard,22.19,1
ORD00000402,PROD00000402,USER00000402,5/11/2023,7/5/2024,Books,260.52,3,Not as described,Returned,421,70,Female,City74,Credit Card,Next-Day,26.84,1
ORD00000403,PROD00000403,USER00000403,9/1/2023,,Books,394.08,5,No Return,Not Returned,0,37,Female,City22,PayPal,Express,26.54,0
ORD00000404,PROD00000404,USER00000404,2/8/2023,,Books,298.58,5,No Return,Not Returned,0,41,Male,City47,Credit Card,Next-Day,46.65,0
ORD00000405,PROD00000405,USER00000405,5/10/2023,2/24/2023,Clothing,69.04,5,Defective,Returned,-75,56,Male,City55,Gift Card,Standard,46.3,1
ORD00000406,PROD00000406,USER00000406,2/26/2024,,Toys,380.71,4,No Return,Not Returned,0,25,Female,City42,PayPal,Standard,39.79,0
ORD00000407,PROD00000407,USER00000407,8/21/2023,11/11/2023,Clothing,449.14,4,Wrong item,Returned,82,40,Male,City19,Gift Card,Next-Day,37.98,1
ORD00000408,PROD00000408,USER00000408,12/4/2024,9/22/2024,Clothing,182.52,5,Wrong item,Returned,-73,18,Male,City56,Debit Card,Next-Day,11.15,1
ORD00000409,PROD00000409,USER00000409,4/8/2024,,Toys,22.56,3,No Return,Not Returned,0,34,Male,City77,Debit Card,Express,34.27,0
ORD00000410,PROD00000410,USER00000410,12/8/2023,,Clothing,165.89,5,No Return,Not Returned,0,65,Male,City21,Gift Card,Express,30.82,0
ORD00000411,PROD00000411,USER00000411,8/13/2024,,Clothing,472.75,2,No Return,Not Returned,0,33,Female,City28,Gift Card,Next-Day,39.66,0
ORD00000412,PROD00000412,USER00000412,11/10/2023,,Home,363.67,3,No Return,Not Returned,0,47,Female,City6,PayPal,Express,11.29,0
ORD00000413,PROD00000413,USER00000413,11/1/2023,5/19/2024,Toys,193.41,5,Not as described,Returned,200,66,Female,City80,Gift Card,Express,6.59,1
ORD00000414,PROD00000414,USER00000414,8/17/2023,8/13/2023,Books,409.31,2,Defective,Returned,-4,59,Male,City16,PayPal,Standard,7.71,1
ORD00000415,PROD00000415,USER00000415,3/18/2023,2/20/2023,Electronics,16.1,1,Changed mind,Returned,-26,70,Male,City22,PayPal,Express,1.16,1
ORD00000416,PROD00000416,USER00000416,2/24/2024,,Books,232.71,1,No Return,Not Returned,0,60,Female,City40,Credit Card,Express,47.65,0
ORD00000417,PROD00000417,USER00000417,9/24/2023,11/27/2024,Toys,139.48,2,Not as described,Returned,430,68,Female,City83,Gift Card,Next-Day,19.39,1
ORD00000418,PROD00000418,USER00000418,4/14/2024,6/24/2023,Home,198.17,2,Changed mind,Returned,-295,31,Male,City61,Debit Card,Express,30.62,1
ORD00000419,PROD00000419,USER00000419,1/13/2023,,Books,297.43,2,No Return,Not Returned,0,62,Female,City7,PayPal,Standard,32.61,0
ORD00000420,PROD00000420,USER00000420,8/8/2024,7/14/2024,Toys,487.62,1,Defective,Returned,-25,23,Female,City67,PayPal,Express,9.98,1
ORD00000421,PROD00000421,USER00000421,8/9/2023,3/28/2024,Home,187.12,4,Defective,Returned,232,45,Male,City91,Debit Card,Next-Day,43.21,1
ORD00000422,PROD00000422,USER00000422,3/11/2023,,Books,118.74,1,No Return,Not Returned,0,27,Female,City23,PayPal,Next-Day,1.83,0
ORD00000423,PROD00000423,USER00000423,3/26/2023,,Clothing,110.18,3,No Return,Not Returned,0,33,Male,City37,Debit Card,Express,45.46,0
ORD00000424,PROD00000424,USER00000424,9/23/2023,,Electronics,21.7,4,No Return,Not Returned,0,69,Male,City98,Gift Card,Next-Day,25.59,0
ORD00000425,PROD00000425,USER00000425,2/16/2023,11/12/2024,Home,222.67,2,Wrong item,Returned,635,38,Male,City1,Debit Card,Next-Day,46.61,1
ORD00000426,PROD00000426,USER00000426,11/21/2024,,Clothing,92.37,3,No Return,Not Returned,0,36,Female,City81,Gift Card,Next-Day,41.91,0
ORD00000427,PROD00000427,USER00000427,8/3/2023,,Electronics,105.47,1,No Return,Not Returned,0,46,Male,City76,Credit Card,Standard,2.31,0
ORD00000428,PROD00000428,USER00000428,12/11/2024,12/1/2024,Clothing,468.62,2,Defective,Returned,-10,57,Male,City76,PayPal,Next-Day,38.7,1
ORD00000429,PROD00000429,USER00000429,6/6/2023,12/27/2023,Toys,171.71,4,Defective,Returned,204,36,Female,City1,Debit Card,Next-Day,8.09,1
ORD00000430,PROD00000430,USER00000430,4/26/2024,5/26/2023,Electronics,186.31,4,Wrong item,Returned,-336,46,Male,City77,Gift Card,Express,13.15,1
ORD00000431,PROD00000431,USER00000431,2/22/2023,3/22/2023,Toys,257.92,5,Not as described,Returned,28,60,Female,City42,PayPal,Next-Day,16.32,1
ORD00000432,PROD00000432,USER00000432,10/11/2023,8/29/2023,Clothing,174.6,3,Not as described,Returned,-43,19,Male,City42,Gift Card,Standard,12.68,1
ORD00000433,PROD00000433,USER00000433,9/23/2023,3/24/2023,Home,92.32,4,Wrong item,Returned,-183,20,Male,City99,Gift Card,Standard,12.19,1
ORD00000434,PROD00000434,USER00000434,7/7/2023,2/3/2024,Electronics,67,5,Wrong item,Returned,211,55,Female,City71,Credit Card,Standard,8.4,1
ORD00000435,PROD00000435,USER00000435,11/26/2023,,Electronics,411.2,1,No Return,Not Returned,0,39,Male,City75,Gift Card,Next-Day,34.52,0
ORD00000436,PROD00000436,USER00000436,2/28/2024,,Home,415.7,3,No Return,Not Returned,0,62,Male,City85,Credit Card,Standard,17.63,0
ORD00000437,PROD00000437,USER00000437,9/27/2023,,Clothing,216.5,5,No Return,Not Returned,0,38,Female,City13,Gift Card,Express,22.78,0
ORD00000438,PROD00000438,USER00000438,6/19/2024,,Clothing,61.43,1,No Return,Not Returned,0,51,Male,City26,Gift Card,Express,7.99,0
ORD00000439,PROD00000439,USER00000439,1/12/2023,9/1/2023,Toys,396.86,1,Changed mind,Returned,232,62,Female,City99,Credit Card,Standard,23.32,1
ORD00000440,PROD00000440,USER00000440,10/12/2024,9/25/2023,Electronics,22.99,2,Defective,Returned,-383,49,Male,City85,PayPal,Express,36.71,1
ORD00000441,PROD00000441,USER00000441,7/13/2024,,Clothing,8.26,3,No Return,Not Returned,0,61,Female,City8,Debit Card,Standard,24.03,0
ORD00000442,PROD00000442,USER00000442,10/16/2024,,Books,187.23,4,No Return,Not Returned,0,41,Female,City37,PayPal,Standard,42.11,0
ORD00000443,PROD00000443,USER00000443,3/1/2024,2/11/2023,Toys,412.23,5,Changed mind,Returned,-384,36,Male,City46,Debit Card,Standard,20.32,1
ORD00000444,PROD00000444,USER00000444,7/17/2024,,Toys,287.47,4,No Return,Not Returned,0,69,Male,City61,Credit Card,Next-Day,35.99,0
ORD00000445,PROD00000445,USER00000445,5/9/2023,12/8/2023,Books,287.53,2,Wrong item,Returned,213,20,Female,City62,Credit Card,Next-Day,35.91,1
ORD00000446,PROD00000446,USER00000446,4/6/2024,,Electronics,397.24,3,No Return,Not Returned,0,68,Male,City57,Gift Card,Standard,25.19,0
ORD00000447,PROD00000447,USER00000447,10/13/2023,,Electronics,245.17,4,No Return,Not Returned,0,42,Male,City2,PayPal,Express,42.65,0
ORD00000448,PROD00000448,USER00000448,10/21/2023,,Electronics,431.91,5,No Return,Not Returned,0,57,Female,City34,Gift Card,Standard,9.94,0
ORD00000449,PROD00000449,USER00000449,6/28/2024,,Home,450.18,5,No Return,Not Returned,0,63,Male,City40,Gift Card,Next-Day,7.71,0
ORD00000450,PROD00000450,USER00000450,12/26/2023,,Books,98.61,1,No Return,Not Returned,0,29,Male,City52,Gift Card,Standard,24.63,0
ORD00000451,PROD00000451,USER00000451,10/1/2023,,Home,74.49,3,No Return,Not Returned,0,57,Male,City73,Credit Card,Express,36.77,0
ORD00000452,PROD00000452,USER00000452,9/21/2024,4/11/2024,Toys,302.15,4,Not as described,Returned,-163,70,Female,City34,Debit Card,Standard,23.59,1
ORD00000453,PROD00000453,USER00000453,7/26/2023,8/30/2024,Books,388.41,1,Not as described,Returned,401,52,Male,City45,Credit Card,Standard,6.88,1
ORD00000454,PROD00000454,USER00000454,10/10/2023,,Home,104.87,4,No Return,Not Returned,0,20,Male,City48,Debit Card,Standard,35.01,0
ORD00000455,PROD00000455,USER00000455,9/6/2024,,Home,425.04,4,No Return,Not Returned,0,23,Male,City69,Debit Card,Next-Day,6.65,0
ORD00000456,PROD00000456,USER00000456,7/9/2024,4/25/2023,Books,366.54,5,Defective,Returned,-441,43,Female,City6,Credit Card,Next-Day,26.74,1
ORD00000457,PROD00000457,USER00000457,7/2/2024,,Electronics,297.63,2,No Return,Not Returned,0,24,Male,City15,Credit Card,Express,45.52,0
ORD00000458,PROD00000458,USER00000458,11/15/2023,10/31/2024,Home,348.92,3,Changed mind,Returned,351,38,Female,City28,Credit Card,Next-Day,11.2,1
ORD00000459,PROD00000459,USER00000459,2/2/2024,6/23/2023,Toys,68.62,5,Wrong item,Returned,-224,67,Male,City88,Credit Card,Next-Day,35.07,1
ORD00000460,PROD00000460,USER00000460,6/20/2023,,Home,56.86,3,No Return,Not Returned,0,28,Male,City57,Gift Card,Standard,25.24,0
ORD00000461,PROD00000461,USER00000461,8/16/2024,,Toys,129.74,2,No Return,Not Returned,0,52,Female,City80,PayPal,Next-Day,13.71,0
ORD00000462,PROD00000462,USER00000462,10/25/2023,,Electronics,59.54,5,No Return,Not Returned,0,68,Female,City15,PayPal,Next-Day,38.84,0
ORD00000463,PROD00000463,USER00000463,4/17/2023,8/10/2024,Clothing,389.97,5,Not as described,Returned,481,40,Male,City91,PayPal,Express,29.24,1
ORD00000464,PROD00000464,USER00000464,8/11/2023,10/6/2024,Home,10.16,1,Changed mind,Returned,422,23,Female,City3,Credit Card,Next-Day,30.19,1
ORD00000465,PROD00000465,USER00000465,6/2/2023,1/3/2023,Electronics,166.2,2,Changed mind,Returned,-150,24,Female,City65,Credit Card,Express,16.98,1
ORD00000466,PROD00000466,USER00000466,2/5/2023,,Toys,492.8,4,No Return,Not Returned,0,27,Male,City43,Gift Card,Next-Day,44.15,0
ORD00000467,PROD00000467,USER00000467,10/10/2024,2/17/2024,Toys,345.99,3,Wrong item,Returned,-236,38,Female,City93,PayPal,Express,2.89,1
ORD00000468,PROD00000468,USER00000468,1/20/2023,11/10/2023,Clothing,62.01,5,Changed mind,Returned,294,20,Male,City80,Gift Card,Next-Day,43.1,1
ORD00000469,PROD00000469,USER00000469,4/8/2023,,Electronics,42.18,3,No Return,Not Returned,0,61,Female,City3,PayPal,Next-Day,32.37,0
ORD00000470,PROD00000470,USER00000470,7/29/2024,,Toys,385.21,3,No Return,Not Returned,0,63,Male,City49,Debit Card,Standard,2.31,0
ORD00000471,PROD00000471,USER00000471,7/27/2023,,Clothing,289.2,5,No Return,Not Returned,0,60,Male,City49,PayPal,Next-Day,7.89,0
ORD00000472,PROD00000472,USER00000472,1/11/2024,6/30/2024,Electronics,358.53,4,Wrong item,Returned,171,36,Female,City28,Debit Card,Express,35.24,1
ORD00000473,PROD00000473,USER00000473,8/9/2024,,Home,431.69,1,No Return,Not Returned,0,41,Male,City61,Debit Card,Express,46.62,0
ORD00000474,PROD00000474,USER00000474,3/23/2024,2/25/2024,Books,98.87,3,Changed mind,Returned,-27,51,Female,City37,Credit Card,Standard,17.74,1
ORD00000475,PROD00000475,USER00000475,7/9/2023,6/12/2023,Clothing,124.99,3,Changed mind,Returned,-27,27,Female,City96,Gift Card,Standard,33.74,1
ORD00000476,PROD00000476,USER00000476,1/30/2023,7/25/2024,Clothing,264.78,3,Defective,Returned,542,32,Female,City65,Credit Card,Standard,31.26,1
ORD00000477,PROD00000477,USER00000477,8/25/2023,,Books,87.53,3,No Return,Not Returned,0,18,Female,City20,Gift Card,Standard,18.42,0
ORD00000478,PROD00000478,USER00000478,4/24/2024,12/24/2024,Books,334.58,1,Changed mind,Returned,244,54,Female,City67,Gift Card,Standard,37.26,1
ORD00000479,PROD00000479,USER00000479,9/28/2024,,Clothing,370.91,2,No Return,Not Returned,0,35,Female,City56,Gift Card,Express,30.16,0
ORD00000480,PROD00000480,USER00000480,1/16/2024,11/30/2024,Clothing,422.59,5,Defective,Returned,319,20,Male,City5,Credit Card,Standard,27.5,1
ORD00000481,PROD00000481,USER00000481,11/23/2023,3/16/2023,Home,19.51,3,Not as described,Returned,-252,37,Female,City60,Gift Card,Next-Day,11.09,1
ORD00000482,PROD00000482,USER00000482,6/8/2023,10/7/2023,Books,351.3,5,Not as described,Returned,121,22,Female,City41,Credit Card,Express,15.27,1
ORD00000483,PROD00000483,USER00000483,2/14/2024,9/4/2024,Home,496.87,2,Defective,Returned,203,40,Male,City42,PayPal,Next-Day,32.48,1
ORD00000484,PROD00000484,USER00000484,3/13/2023,11/7/2024,Toys,374.84,1,Changed mind,Returned,605,66,Male,City86,Debit Card,Express,5.54,1
ORD00000485,PROD00000485,USER00000485,4/14/2024,8/12/2024,Books,200.99,2,Changed mind,Returned,120,46,Male,City64,Gift Card,Next-Day,36.21,1
ORD00000486,PROD00000486,USER00000486,10/30/2023,8/2/2024,Toys,472.27,1,Not as described,Returned,277,51,Male,City86,PayPal,Next-Day,23.51,1
ORD00000487,PROD00000487,USER00000487,11/19/2023,,Books,381.74,4,No Return,Not Returned,0,46,Male,City90,Debit Card,Standard,3.88,0
ORD00000488,PROD00000488,USER00000488,2/14/2024,7/4/2024,Books,211.23,1,Changed mind,Returned,141,46,Female,City7,PayPal,Standard,8.98,1
ORD00000489,PROD00000489,USER00000489,1/1/2023,,Home,346.1,5,No Return,Not Returned,0,68,Male,City70,PayPal,Next-Day,5.05,0
ORD00000490,PROD00000490,USER00000490,8/16/2024,3/9/2023,Clothing,198.29,4,Wrong item,Returned,-526,27,Male,City83,Credit Card,Express,43.85,1
ORD00000491,PROD00000491,USER00000491,6/7/2024,,Electronics,9.71,2,No Return,Not Returned,0,31,Female,City70,Credit Card,Standard,45.44,0
ORD00000492,PROD00000492,USER00000492,1/3/2023,8/7/2023,Books,96.48,3,Changed mind,Returned,216,43,Male,City34,Credit Card,Standard,22.61,1
ORD00000493,PROD00000493,USER00000493,8/14/2023,3/19/2024,Books,287.9,1,Wrong item,Returned,218,58,Female,City80,PayPal,Express,11.24,1
ORD00000494,PROD00000494,USER00000494,4/16/2023,3/4/2024,Books,393.04,3,Wrong item,Returned,323,49,Male,City2,PayPal,Next-Day,41.55,1
ORD00000495,PROD00000495,USER00000495,1/1/2024,,Home,296.67,4,No Return,Not Returned,0,51,Male,City73,Gift Card,Next-Day,8.42,0
ORD00000496,PROD00000496,USER00000496,5/13/2024,10/30/2023,Home,234.79,5,Wrong item,Returned,-196,48,Male,City70,Debit Card,Standard,29.54,1
ORD00000497,PROD00000497,USER00000497,6/21/2023,11/7/2024,Books,472.16,3,Changed mind,Returned,505,25,Female,City84,PayPal,Standard,25.93,1
ORD00000498,PROD00000498,USER00000498,6/26/2023,7/6/2023,Toys,327.46,1,Not as described,Returned,10,56,Male,City65,Debit Card,Standard,46.11,1
ORD00000499,PROD00000499,USER00000499,9/13/2023,,Clothing,156.44,4,No Return,Not Returned,0,28,Female,City63,Gift Card,Next-Day,4.38,0
ORD00000500,PROD00000500,USER00000500,2/16/2023,,Electronics,112,4,No Return,Not Returned,0,70,Female,City94,Gift Card,Express,21.81,0
ORD00000501,PROD00000501,USER00000501,10/25/2023,,Electronics,121.71,1,No Return,Not Returned,0,27,Female,City9,PayPal,Standard,41.59,0
ORD00000502,PROD00000502,USER00000502,6/25/2023,,Books,451.8,1,No Return,Not Returned,0,70,Male,City35,Credit Card,Next-Day,18.3,0
ORD00000503,PROD00000503,USER00000503,4/28/2024,7/27/2023,Toys,178.44,4,Wrong item,Returned,-276,61,Female,City55,Debit Card,Express,26.58,1
ORD00000504,PROD00000504,USER00000504,4/18/2024,9/13/2023,Books,44.24,5,Defective,Returned,-218,41,Female,City52,Gift Card,Express,41.74,1
ORD00000505,PROD00000505,USER00000505,9/22/2024,,Home,336.44,3,No Return,Not Returned,0,18,Male,City72,PayPal,Standard,3.04,0
ORD00000506,PROD00000506,USER00000506,4/22/2023,,Clothing,309.07,2,No Return,Not Returned,0,49,Male,City11,Debit Card,Next-Day,49.01,0
ORD00000507,PROD00000507,USER00000507,4/14/2024,,Books,209.66,3,No Return,Not Returned,0,31,Male,City80,Credit Card,Express,18.73,0
ORD00000508,PROD00000508,USER00000508,2/3/2024,11/19/2023,Home,265.11,4,Not as described,Returned,-76,40,Female,City91,Debit Card,Next-Day,38.22,1
ORD00000509,PROD00000509,USER00000509,4/2/2023,,Books,78.11,5,No Return,Not Returned,0,19,Male,City3,PayPal,Standard,46.28,0
ORD00000510,PROD00000510,USER00000510,4/7/2023,7/19/2023,Home,346.91,4,Changed mind,Returned,103,53,Female,City47,Gift Card,Standard,14.64,1
ORD00000511,PROD00000511,USER00000511,4/6/2023,,Electronics,315.92,5,No Return,Not Returned,0,20,Female,City76,Gift Card,Standard,48.67,0
ORD00000512,PROD00000512,USER00000512,10/21/2024,,Home,321.77,4,No Return,Not Returned,0,64,Male,City79,Gift Card,Next-Day,23.29,0
ORD00000513,PROD00000513,USER00000513,8/3/2023,6/7/2023,Home,134.05,3,Not as described,Returned,-57,27,Male,City69,Debit Card,Express,45.97,1
ORD00000514,PROD00000514,USER00000514,12/27/2023,3/3/2024,Books,187.72,2,Wrong item,Returned,67,37,Female,City58,Debit Card,Standard,48.99,1
ORD00000515,PROD00000515,USER00000515,9/13/2024,,Electronics,207.29,3,No Return,Not Returned,0,59,Female,City81,PayPal,Express,43.58,0
ORD00000516,PROD00000516,USER00000516,11/2/2024,,Clothing,263.37,3,No Return,Not Returned,0,59,Male,City19,Gift Card,Next-Day,6.97,0
ORD00000517,PROD00000517,USER00000517,12/25/2023,,Books,239.41,4,No Return,Not Returned,0,61,Male,City81,Gift Card,Next-Day,11.45,0
ORD00000518,PROD00000518,USER00000518,7/22/2024,1/23/2024,Clothing,351.76,4,Not as described,Returned,-181,69,Female,City25,PayPal,Next-Day,33.46,1
ORD00000519,PROD00000519,USER00000519,6/7/2023,6/6/2023,Toys,10.27,2,Changed mind,Returned,-1,56,Female,City87,PayPal,Next-Day,4.42,1
ORD00000520,PROD00000520,USER00000520,1/6/2024,,Toys,95.15,4,No Return,Not Returned,0,59,Female,City3,Credit Card,Next-Day,17.2,0
ORD00000521,PROD00000521,USER00000521,3/14/2023,,Toys,307.56,3,No Return,Not Returned,0,20,Female,City70,Gift Card,Express,34.47,0
ORD00000522,PROD00000522,USER00000522,5/27/2024,,Books,55.91,1,No Return,Not Returned,0,59,Male,City38,Gift Card,Next-Day,45.86,0
ORD00000523,PROD00000523,USER00000523,8/24/2023,,Clothing,195.67,3,No Return,Not Returned,0,42,Male,City18,Gift Card,Standard,13.59,0
ORD00000524,PROD00000524,USER00000524,7/26/2023,,Clothing,461.27,1,No Return,Not Returned,0,20,Female,City76,PayPal,Express,14.81,0
